#string_protein_id	preferred_name	protein_size	annotation
7227.FBpp0308486	Not1	2511	Not1, isoform H; Not1 (Not1) encodes a poly(A)-specific ribonuclease involved in translation inhibition and ovarian follicle cell development.
7227.FBpp0308494	CG8564	520	Uncharacterized protein, isoform C; Zinc ion binding; metallocarboxypeptidase activity. It is involved in the biological process described with: proteolysis.
7227.FBpp0308496	Sec24AB	1184	Secretory 24AB, isoform A; Zinc ion binding; signal sequence binding. It is involved in the biological process described with: COPII-coated vesicle cargo loading; intracellular protein transport.
7227.FBpp0308501	COX7C	66	Cytochrome c oxidase subunit 7C (COX7C) encodes a negative regulator of neuroblast proliferation.
7227.FBpp0308503	CG44296	76	Uncharacterized protein; Cytochrome-c oxidase activity. It is involved in the biological process described with: mitochondrial electron transport, cytochrome c to oxygen.
7227.FBpp0308508	CG1407	452	Protein-cysteine S-palmitoyltransferase activity. It is involved in the biological process described with: peptidyl-L-cysteine S-palmitoylation; protein targeting to membrane; protein palmitoylation.
7227.FBpp0308511	CG12133	340	Peptidase S1 domain-containing protein; Serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis; Belongs to the peptidase S1 family.
7227.FBpp0308516	CG12912	112	IP05237p.
7227.FBpp0308517	CG13366	1094	FI18193p1.
7227.FBpp0308524	CG1434	473	GH10289p; Flavin adenine dinucleotide binding; tRNA dihydrouridine synthase activity. It is involved in the biological process described with: tRNA dihydrouridine synthesis; oxidation-reduction process.
7227.FBpp0308525	CG1440	551	Uncharacterized protein, isoform D; Cysteine-type peptidase activity; cysteine-type endopeptidase activity. It is involved in the biological process described with: homocysteine catabolic process; response to toxic substance; proteolysis.
7227.FBpp0308529	ebo	1054	Ellipsoid body open (ebo) encodes a protein that complexes with actin, the product of chic, and Ran-GTPase to mediate actin nuclear export. Loss of ebo during development results in defects in the ellipsoid body of the central complex. In the adult brain, accumulation of nuclear actin results in the inhibition of the product of bs and subsequent loss of visual orientation memory.
7227.FBpp0308536	Csgalnact	540	Hexosyltransferase; Glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase activity. It is involved in the biological process described with: wound healing.
7227.FBpp0308538	CG12911	410	Uncharacterized protein, isoform D.
7227.FBpp0308545	Ndg	1350	Nidogen; Cell adhesion glycoprotein which is widely distributed in basement membranes. Involved in cell-extracellular matrix (ECM) interactions probably by connecting the laminin and collagen IV networks. Required for permeability and mechanical stability of basement membranes, and ECM dependent neural plasticity. Not involved in assembly of the embryonic basement membrane.
7227.FBpp0308546	CG14414	213	Uncharacterized protein, isoform E; mRNA binding; RNA binding.
7227.FBpp0308547	CG11883	792	Uncharacterized protein, isoform C; Hydrolase activity. It is involved in the biological process described with: nucleotide catabolic process.
7227.FBpp0308548	CG12934	237	Uncharacterized protein, isoform A.
7227.FBpp0308551	CG7220	190	RH10776p; Ubiquitin-protein transferase activity; ubiquitin conjugating enzyme activity. It is involved in the biological process described with: proteasome-mediated ubiquitin-dependent protein catabolic process; protein monoubiquitination; protein polyubiquitination.
7227.FBpp0308555	Pex6	899	Peroxin 6, isoform D; ATP binding; ATPase activity. It is involved in the biological process described with: peroxisome organization; protein import into peroxisome matrix; protein targeting to peroxisome.
7227.FBpp0308558	LTV1	493	Protein LTV1 homolog; LTV1 ribosome biogenesis factor (LTV1) encodes a protein involved in pre-rRNA processing that is required for the proper biogenesis of the 40S ribosome. LTV1 product is a direct transcriptional target of Myc, thus it is critical for cell growth and survival.
7227.FBpp0308562	CG7737	543	Uncharacterized protein, isoform B; Polyamine oxidase activity; oxidoreductase activity. It is involved in the biological process described with: oxidation-reduction process.
7227.FBpp0308571	Sod3	243	Superoxide dismutase 3 (Sod3) encodes an extra-cellular Cu Zn superoxide dismutase that can be produced as secreted and membrane bound forms. It converts oxygen free radicals to hydrogen peroxide and is involved in free radical defense and redox balance; Belongs to the Cu-Zn superoxide dismutase family.
7227.FBpp0308574	CG44303	88	Uncharacterized protein.
7227.FBpp0308579	CG14445	362	Uncharacterized protein, isoform C.
7227.FBpp0308581	CG1461	501	Tyrosine aminotransferase; Transaminase involved in tyrosine breakdown. Converts tyrosine to p-hydroxyphenylpyruvate.
7227.FBpp0308582	wap	343	Wings apart (wap) encodes a protein required for growth, viability, muscle development, and proper wing venation. It physically interacts with the product of ds, and functions in the Hippo pathway to regulate growth.
7227.FBpp0308583	CG14615	304	RE68036p; Transferase activity, transferring acyl groups other than amino-acyl groups.
7227.FBpp0308587	sqh	174	Spaghetti squash (sqh) encodes the regulatory light chain of the nonmuscle type 2 myosin. Its phosphorylation through the Rho-Rho Kinase pathway is predicted to activate myosin motor activity. The product of sqh and myosin function in cellular processes such as cytokinesis, and also contribute to tissue morphogenesis.
7227.FBpp0308590	Usp2	950	Ubiquitin carboxyl-terminal hydrolase Usp2; Hydrolase that deubiquitinates polyubiquitinated target proteins. Required for preventing the activation of the Toll signaling cascades under unchallenged conditions. Essential for bodily calcium homeostasis ; Belongs to the peptidase C19 family.
7227.FBpp0308595	CG13135	132	Uncharacterized protein, isoform A.
7227.FBpp0308599	CG17724	542	Uncharacterized protein, isoform E; Structural constituent of nuclear pore.
7227.FBpp0308606	CG31710	123	Uncharacterized protein, isoform D.
7227.FBpp0308607	Qtzl	123	Quetzalcoatl, isoform A; Cysteine desulfurase activity; pyridoxal phosphate binding. It is involved in the biological process described with: [2Fe-2S] cluster assembly; iron-sulfur cluster assembly.
7227.FBpp0308609	numb	556	Numb (numb) encodes a membrane-associated inhibitor of Notch signaling. It controls neuroblast and sense organ precursor asymmetric division. It is asymmetrically localized during mitosis and segregates exclusively to one of two daughter cells.
7227.FBpp0308614	Sur-8	694	Leucine-rich repeat protein soc-2 homolog; Acts as a Ras effector and participates in MAPK pathway activation. Probably acts as a regulatory subunit of protein phosphatase that specifically dephosphorylates Raf kinase and stimulate Raf activity at specialized signaling complexes upon Ras activation (By similarity); Belongs to the SHOC2 family.
7227.FBpp0308616	CG6044	229	RH13652p.
7227.FBpp0308618	qkr58E-2	416	Quaking related 58E-2, isoform A; mRNA binding. It is involved in the biological process described with: regulation of alternative mRNA splicing, via spliceosome.
7227.FBpp0308621	qkr58E-3	317	Quaking related 58E-3 (qkr58E-3) encodes an RNA binding protein that contributes to mRNA splicing and apoptosis.
7227.FBpp0308622	babos	196	Babos, isoform A; Babos (babos) encodes a cell surface protein that belongs to the group of immunoglobulin superfamily cell adhesion molecules. If functions in learning and memory, as well as in developmental dendrite plasticity.
7227.FBpp0308623	Ada3	588	Transcriptional Adaptor 3 (Ada3) encodes subunit of some chromatin modifying complexes.
7227.FBpp0308625	CG8908	1626	Uncharacterized protein; ATPase-coupled transmembrane transporter activity; ATP binding; ATPase activity; lipid transporter activity. It is involved in the biological process described with: lipid transport; transmembrane transport.
7227.FBpp0308626	CG9314	506	CG9314 protein; Catalase activity; heme binding. It is involved in the biological process described with: response to oxidative stress; hydrogen peroxide catabolic process; response to hydrogen peroxide; oxidation-reduction process.
7227.FBpp0308629	CG8837	485	IP12678p; Carbohydrate:proton symporter activity. It is involved in the biological process described with: glucose import.
7227.FBpp0308632	E23	1017	Early gene at 23, isoform C; ATP binding; ATPase-coupled transmembrane transporter activity; ATPase activity. It is involved in the biological process described with: regulation of circadian rhythm; transmembrane transport.
7227.FBpp0308633	alien	444	COP9 signalosome complex subunit 2; Component of the COP9 signalosome complex (CSN), a complex involved in various cellular and developmental processes. The CSN complex is an essential regulator of the ubiquitin (Ubl) conjugation pathway by mediating the deneddylation of the cullin subunits of the SCF-type E3 ligase complexes, leading to decrease the Ubl ligase activity of SCF. The CSN complex plays an essential role in oogenesis and embryogenesis and is required for proper photoreceptor R cell differentiation and promote lamina glial cell migration or axon targeting. It also promotes  [...] 
7227.FBpp0308634	Syt14	648	Synaptotagmin 14, isoform D.
7227.FBpp0308635	CG9855	382	FI03672p; Ubiquitin protein ligase activity; ubiquitin-protein transferase activity; zinc ion binding. It is involved in the biological process described with: protein polyubiquitination.
7227.FBpp0308636	rho-7	351	Rhomboid-7, isoform A; Rhomboid-7 (rho-7) encodes an intramembrane serine protease of the rhomboid family present in the inner membrane of mitochondria. It regulates mitochondrial fusion during spermatogenesis and muscle development. rho-7 genetically interacts with fog, Opa1 and Pink1.
7227.FBpp0308637	CG14621	373	Solute carrier family 35 member E1 homolog; Putative transporter; Belongs to the TPT transporter family. SLC35E subfamily.
7227.FBpp0308644	CG31676	159	GEO08323p1.
7227.FBpp0308647	Ugt36A1	537	UDP-glycosyltransferase family 36 member A1 (Ugt36A1) encodes a member of the superfamily of UDP glycosyltransferase enzymes, which are found across all kingdoms and are involved in detoxification of endogenous and xenobiotic compounds.
7227.FBpp0308648	Drgx	587	Dorsal root ganglia homeobox, isoform E; RNA polymerase II regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific. It is involved in the biological process described with: regulation of transcription, DNA-templated.
7227.FBpp0308650	CG16704	79	GEO11944p1; Serine-type endopeptidase inhibitor activity.
7227.FBpp0308653	Ns3	606	Large subunit GTPase 1 homolog; GTPase required for the nuclear export of the 60S ribosomal subunit. Probably acts by mediating the release of Nmd3 from the 60S ribosomal subunit after export into the cytoplasm. Regulator of body size; acts in serotonergic neurons to regulate insulin signaling and thus exerts global growth control.
